0001896;0001873;18;14;Budki Moczydłowskie;04
0001904;0001904;18;14;Obręb;01
0001910;0001910;18;14;Ostrówik;01
0001927;0001927;18;14;Borki;01
0001933;0001933;18;14;Pęcław;01
0001940;0001940;18;14;Podgóra;01
0001956;0001956;18;14;Podłęcze;01
0001962;0001956;18;14;Podłęcze Brzeskie;00
0001979;0001956;18;14;Podłęcze Wólczyńskie;00
0001985;0001985;18;14;Podosowa;01
0001991;0001991;18;14;Potycz;01
0002000;0002000;18;14;Sierzchów;01
0002016;0002016;18;14;Ługówka;01
0002022;0002022;18;14;Sobików;01
0002039;0002022;18;14;Kolonia Sobików;02
0002045;0002045;18;14;Solec;01
0002051;0002051;18;14;Szymanów;01
0002068;0002068;18;14;Tomice;01
0002074;0002074;18;14;Wincentów;01
0002080;0002080;18;14;Wojciechowice;01
0002097;0002097;18;14;Wólka Dworska;01
0002105;0002105;18;14;Wólka Załęska;01
0002111;0002111;05;14;Adamowizna;01
0002128;0002111;05;14;Chełmonie;00
0002134;0002111;05;14;Stare;00
0002140;0002140;05;14;Zapole;01
0002157;0002157;05;14;Adamów;01
0002163;0002163;05;14;Chlebnia;01
0002170;0002170;05;14;Dąbrówka;01
0002186;0002186;05;14;Chrzanów Duży;01
0002192;0002192;05;14;Chrzanów Mały;01
0002200;0002200;05;14;Czarny Las;01
0002217;0002200;05;14;Budki Kozerkowskie;00
0002223;0002223;05;14;Izdebno Kościelne;01
0002230;0002230;05;14;Janinów;01
0002246;0002246;05;14;Kady;01
0002252;0002252;05;14;Kałęczyn;01
0002269;0002269;05;14;Kozerki;01
0002275;0002269;05;14;Podchyliczki;00
0002281;0002281;05;14;Kozery;01
0002298;0002281;05;14;Kozery-Folwark;00
0002306;0002306;05;14;Kraśnicza Wola;01
0002312;0002312;05;14;Książenice;01
0002335;0002335;05;14;Urszulin;01
0002341;0002341;05;14;Makówka;01
0002358;0002358;05;14;Marynin;01
0002364;0002364;05;14;Mościska;01
0002370;0002370;05;14;Natolin;01
0002387;0002387;05;14;Izdebno Nowe;01
0002393;0002387;05;14;Izdebno Małe;00
0002401;0002387;05;14;Żdżary;00
0002418;0002418;05;14;Kłudno Nowe;01
0002424;0002424;05;14;Kozery Nowe;01
0002430;0002430;05;14;Odrano-Wola;01
0002447;0002430;05;14;Putka;00
0002453;0002453;05;14;Opypy;01
0002460;0002460;05;14;Radonie;01
0002476;0002460;05;14;Jordanowice;00
0002482;0002460;05;14;Mieczysławów;00
0002499;0002460;05;14;Nowe Radonie;00
0002507;0002460;05;14;Zajączkowo;00
0002513;0002513;05;14;Kłudno Stare;01
0002520;0002520;05;14;Szczęsne;01
0002536;0002536;05;14;Tłuste;01
0002542;0002536;05;14;Kłudzienko;04
0002559;0002559;05;14;Wężyk;01
0002565;0002559;05;14;Chawłowo;03
0002571;0002571;05;14;Władków;01
0002588;0002571;05;14;Wandzin;00
0002594;0002594;05;14;Wólka Grodziska;01
0002602;0002602;05;14;Zabłotnia;01
0002619;0002619;05;14;Żuków;01
0002625;0002619;05;14;Lipy;00
0002631;0002631;12;14;Brzeziny;01
0002648;0002631;12;14;Stefanów;00
0002654;0002654;12;14;Budziska;01
0002660;0002654;12;14;Kamionek;00
0002677;0002677;12;14;Chobot;01
0002683;0002677;12;14;Kolonia Chobot;00
0002690;0002690;12;14;Cisie;01
0002708;0002690;12;14;Nowiny;00
0002714;0002714;12;14;Desno;01
0002720;0002720;12;14;Długa Kościelna;01
0002737;0002737;12;14;Długa Szlachecka;01
0002743;0002743;12;14;Grabina;01
0002750;0002750;12;14;Królewskie Brzeziny;01
0002766;0002766;12;14;Halinów;96
0002772;0002766;12;14;Zagaje;99
0002789;0002789;12;14;Hipolitów;01
0002795;0002795;12;14;Józefin;01
0002803;0002803;12;14;Kazimierów;01
0002810;0002803;12;14;Zastawie;00
0002826;0002826;12;14;Krzewina;01
0002832;0002826;12;14;Gęśle;00
0002849;0002849;12;14;Michałów;01
0002855;0002855;12;14;Mrowiska;01
0002861;0002855;12;14;Mrowiska Duże;00
0002878;0002855;12;14;Mrowiska Małe;00
0002884;0002884;12;14;Nowy Konik;01
0002890;0002890;12;14;Okuniew;01
0002909;0002909;12;14;Stary Konik;01
0002915;0002915;12;14;Wielgolas Brzeziński;01
0002921;0002915;12;14;Nowiny za Koleją;00
0002938;0002938;12;14;Wielgolas Duchnowski;01
0002944;0002944;12;14;Zagórze;01
0002950;0002950;12;14;Żwirówka;01
0002967;0002967;08;14;Boża Wola;01
0002973;0002973;08;14;Chotomów;01
0002980;0002973;08;14;Chotomów;05
0002996;0002996;08;14;Dąbrowa Chotomowska;01
0003004;0003004;08;14;Jabłonna;01
0003010;0003010;08;14;Bagno;05
0003027;0003027;08;14;Bukowiec;05
0003033;0003033;08;14;Janówek Drugi;01
0003040;0003040;08;14;Rajszew;01
0003056;0003056;08;14;Rajszew;05
0003062;0003062;08;14;Skierdy;05
0003079;0003079;08;14;Skierdy;01
0003085;0003085;08;14;Suchocin;01
0003091;0003091;08;14;Trzciany;01
0003100;0003100;08;14;Wólka Górska;01
0003116;0003116;32;14;Bieliny;01
0003122;0003122;32;14;Granica;01
0003139;0003139;32;14;Bromierzyk;01
0003145;0003145;32;14;Karolinów;01
0003151;0003151;32;14;Łazy Leśne;01
0003168;0003168;32;14;Grabnik;01
0003174;0003174;32;14;Józefów;01
0003180;0003180;32;14;Koszówka;01
0003197;0003197;32;14;Kampinos;01
0003205;0003205;32;14;Kampinos A;01
0003211;0003211;32;14;Kirsztajnów;01
0003228;0003228;32;14;Budki Żelazowskie;01
0003234;0003234;32;14;Pindal;01
0003240;0003240;32;14;Komorów;01
0003257;0003257;32;14;Kwiatkówek;01
0003263;0003263;32;14;Łazy;01
0003270;0003270;32;14;Pasikonie;01
0003286;0003286;32;14;Podkampinos;01
0003292;0003286;32;14;Krubice;00
0003300;0003300;32;14;Prusy;01
0003317;0003317;32;14;Skarbikowo;01
0003323;0003323;32;14;Stare Gnatowice;01
0003330;0003330;32;14;Strojec;01
0003346;0003346;32;14;Rzęszyce;01
0003352;0003352;32;14;Strzyżew;01
0003369;0003369;32;14;Szczytno;01
0003375;0003375;32;14;Wiejca;01
0003381;0003381;32;14;Wola Pasikońska;01
0003398;0003398;32;14;Zawady;01
0003406;0003406;17;14;Brzezinka;01
0003412;0003412;17;14;Całowanie;01
0003429;0003412;17;14;Górki;00
0003435;0003412;17;14;Pękatka;00
0003441;0003441;17;14;Glinki;01
0003458;0003441;17;14;Julianów;00
0003464;0003441;17;14;Kępa Gliniecka;00
0003470;0003441;17;14;Kępa Pijarska;00
0003487;0003441;17;14;Pijary;00
0003493;0003493;17;14;Janów;01
0003501;0003493;17;14;Hubertówka;00
0003518;0003518;17;14;Kępa Nadbrzeska;01
0003524;0003524;17;14;Władysławów;01
0003530;0003530;17;14;Kosumce;01
0003547;0003547;17;14;Łukówiec;01
0003553;0003553;17;14;Nadbrzeż;01
0003560;0003560;17;14;Ostrówek;01
0003576;0003576;17;14;Ostrówiec;01
0003582;0003576;17;14;Rosłonki;00
0003599;0003599;17;14;Otwock Mały;01
0003607;0003607;17;14;Otwock Wielki;01
0003613;0003607;17;14;Osiny;00
0003620;0003607;17;14;Rokola;00
0003636;0003636;17;14;Piotrowice;01
0003642;0003642;17;14;Sobiekursk;01
0003659;0003659;17;14;Wygoda;01
0003665;0003665;18;14;Bielawa;01
0003671;0003671;18;14;Borowina;01
0003688;0003688;18;14;Cieciszew;01
0003694;0003688;18;14;Goździe;00
0003702;0003702;18;14;Ciszyca;01
0003719;0003702;18;14;Kliczyn;00
0003725;0003702;18;14;Koło;00
0003731;0003731;18;14;Czarnów;01
0003748;0003731;18;14;Nowy Czarnów;00
0003754;0003754;18;14;Czernidła;01
0003760;0003760;18;14;Dębówka;01
0003777;0003777;18;14;Gassy;01
0003783;0003777;18;14;Gassy-Kopyty;00
0003790;0003790;18;14;Habdzin;01
0003808;0003808;18;14;Kawęczyn;01
0003814;0003808;18;14;Wierzbówka;03
0003820;0003820;18;14;Kawęczynek;01
0003843;0003843;18;14;Kępa Oborska;01
0003850;0003850;18;14;Kępa Okrzewska;01
0003866;0003850;18;14;Kępa Falenicka;03
0003872;0003872;18;14;Kierszek;01
0003889;0003872;18;14;Kierszek pod Lasem;00
0003895;0003895;18;14;Łęg;01
0003903;0003895;18;14;Dębina;00
0003910;0003910;18;14;Łyczyn;04
0003926;0003926;18;14;Obory;01
0003932;0003926;18;14;Imielin;04
0003949;0003949;18;14;Obórki;01
0003955;0003949;18;14;Habdzinek;00
0003961;0003961;18;14;Okrzeszyn;01
0003978;0003978;18;14;Opacz;01
0003984;0003978;18;14;Borek;00
0003990;0003990;18;14;Parcela-Obory;01
0004009;0004009;18;14;Piaski;01
0004015;0004015;18;14;Słomczyn;01
0004021;0004021;18;14;Turowice;01
0004038;0004038;14;14;Cisowe;01
0004044;0004044;14;14;Gać;01
0004050;0004050;14;14;Głusk;01
0004067;0004067;14;14;Gniewniewice Folwarczne;01
0004073;0004073;14;14;Górki;01
0004080;0004080;14;14;Krubiczew;01
0004096;0004096;14;14;Leoncin;01
0004104;0004104;14;14;Michałów;01
0004110;0004110;14;14;Nowa Dąbrowa;01
0004127;0004127;14;14;Nowa Mała Wieś;01
0004133;0004133;14;14;Mała Wieś przy Drodze;01
0004140;0004140;14;14;Nowe Budy;01
0004156;0004156;14;14;Nowe Gniewniewice;01
0004162;0004162;14;14;Nowe Grochale;01
0004179;0004179;14;14;Nowe Polesie;01
0004185;0004185;14;14;Nowiny;01
0004191;0004191;14;14;Nowy Secymin;01
0004200;0004200;14;14;Nowy Wilków;01
0004216;0004216;14;14;Ośniki;01
0004222;0004222;14;14;Rybitew;01
0004239;0004239;14;14;Secymin Polski;01
0004245;0004245;14;14;Secyminek;01
0004251;0004251;14;14;Stanisławów;01
0004268;0004268;14;14;Stara Dąbrowa;01
0004274;0004274;14;14;Stare Gniewniewice;01
0004280;0004280;14;14;Stare Grochale;01
0004297;0004297;14;14;Stare Polesie;01
0004305;0004305;14;14;Teofile;01
0004311;0004311;14;14;Wilków Polski;01
0004328;0004328;14;14;Wilków nad Wisłą;01
0004334;0004334;14;14;Wincentówek;01
0004340;0004340;14;14;Zamość;01
0004357;0004357;32;14;Czarnów;01
0004363;0004363;32;14;Towarzystwo Czarnów;01
0004370;0004370;32;14;Feliksów;01
0004386;0004386;32;14;Gawartowa Wola;01
0004392;0004392;32;14;Grabina;01
0004400;0004400;32;14;Grądki;01
0004417;0004417;32;14;Grądy;01
0004423;0004423;32;14;Julinek;04
0004430;0004430;32;14;Kępiaste;01
0004446;0004446;32;14;Korfowe;01
0004452;0004452;32;14;Leszno;01
0004469;0004452;32;14;Leszno;04
0004475;0004452;32;14;Białuty;04
0004481;0004481;32;14;Ławy;01
0004498;0004498;32;14;Łubiec;01
0004506;0004506;32;14;Marianów;01
0004512;0004512;32;14;Plewniak;01
0004529;0004529;32;14;Podrochale;01
0004535;0004535;32;14;Powązki;01
0004541;0004541;32;14;Roztoka;01
0004558;0004558;32;14;Stelmachowo;01
0004564;0004564;32;14;Szadkówek;01
0004570;0004570;32;14;Szymanówek;01
0004587;0004587;32;14;Trzciniec;01
0004593;0004593;32;14;Walentów;01
0004601;0004601;32;14;Wąsy-Kolonia;01
0004618;0004618;32;14;Wąsy-Wieś;01
0004624;0004624;32;14;Wilkowa Wieś;01
0004630;0004630;32;14;Wiktorów;01
0004647;0004647;32;14;Wilków;01
0004653;0004653;32;14;Wólka;01
0004660;0004660;32;14;Wyględy;01
0004676;0004676;32;14;Zaborów;01
0004699;0004699;32;14;Zaborówek;01
0004707;0004699;32;14;Janówek;00
0004720;0004720;18;14;Garbatka;01
0004736;0004720;18;14;Jastrzębiec;00
0004742;0004742;18;14;Jabłonowo;01
0004759;0004759;18;14;Kolonia Warszawska;01
0004765;0004765;18;14;Janczewice;01
0004771;0004771;18;14;Jazgarzewszczyzna;01
0004788;0004788;18;14;Kosów;01
0004802;0004802;18;14;Lesznowola;01
0004819;0004819;18;14;Kolonia Lesznowola;01
0004825;0004825;18;14;Lesznowola-Pole;01
0004848;0004848;18;14;Łazy;01
0004854;0004848;18;14;Derdy;00
0004883;0004883;18;14;Łoziska;01
0004890;0004890;18;14;Magdalenka;01
0004908;0004908;18;14;Borowina;05
0004914;0004914;18;14;Marysin;01
0004920;0004920;18;14;Mroków;01
0004937;0004937;18;14;Kolonia Mrokowska;01
0004943;0004943;18;14;Mysiadło;01
0004966;0004966;18;14;Nowa Iwiczna;01
0004972;0004972;18;14;Nowa Wola;01
0004989;0004989;18;14;Podolszyn;01
0004995;0004995;18;14;Stachowo;01
0005003;0005003;18;14;Stara Iwiczna;01
0005010;0005010;18;14;Stefanowo;01
0005032;0005032;18;14;Warszawianka;01
0005055;0005055;18;14;Wilcza Góra;01
0005061;0005061;18;14;Władysławów;01
0005078;0005078;18;14;Wola Mrokowska;01
0005084;0005084;18;14;Wólka Kosowska;01
0005090;0005090;18;14;Zamienie;04
0005109;0005109;18;14;Zgorzała;01
0005115;0005115;32;14;Dziekanów Leśny;01
0005121;0005121;32;14;Dziekanów Polski;01
0005138;0005138;32;14;Kępa Kiełpińska;01
0005144;0005144;32;14;Kiełpin;01
0005150;0005150;32;14;Kiełpin Poduchowny;01
0005167;0005167;32;14;Łomianki Dolne;01
0005173;0005173;32;14;Nowy Dziekanów;01
0005180;0005180;32;14;Sadowa;01
0005196;0005196;21;14;Granica;01
0005204;0005204;21;14;Komorów;01
0005210;0005210;21;14;Michałowice;01
0005227;0005227;21;14;Michałowice-Wieś;01
0005233;0005233;21;14;Nowa Wieś;01
0005240;0005233;21;14;Helenów;00
0005256;0005256;21;14;Opacz-Kolonia;01
0005262;0005262;21;14;Opacz Mała;01
0005279;0005279;21;14;Pęcice;01
0005285;0005285;21;14;Pęcice Małe;01
0005291;0005291;21;14;Pęcice;04
0005300;0005300;21;14;Reguły;01
0005316;0005316;21;14;Sokołów;01
0005322;0005322;21;14;Suchy Las;01
0005339;0005339;21;14;Kajetany;01
0005345;0005345;21;14;Krakowiany;01
0005351;0005351;21;14;Młochów;01
0005368;0005351;21;14;Bieliny;00
0005374;0005374;21;14;Nadarzyn;01
0005380;0005374;21;14;Stasinek;00
0005397;0005397;21;14;Parole;01
0005405;0005405;21;14;Rozalin;01
0005411;0005411;21;14;Rusiec;01
0005428;0005411;21;14;Olesin;00
0005434;0005411;21;14;Zawisin;00
0005440;0005440;21;14;Żabieniec;04
0005457;0005457;21;14;Stara Wieś;01
0005463;0005463;21;14;Strzeniówka;01
0005470;0005374;21;14;Stefanka;00
0005486;0005486;21;14;Szamoty;01
0005492;0005492;21;14;Urzut;01
0005500;0005492;21;14;Kostowiec;00
0005517;0005517;21;14;Walendów;01
0005523;0005523;21;14;Wola Krakowiańska;01
0005530;0005523;21;14;Pławy;00
0005546;0005546;21;14;Wolica;01
0005552;0005552;21;14;Paszków;04
0005569;0005569;08;14;Aleksandrów;01
0005575;0005575;08;14;Beniaminów;01
0005581;0005581;08;14;Białobrzegi;01
0005598;0005598;08;14;Izabelin;01
0005606;0005606;08;14;Józefów;01
0005612;0005612;08;14;Kąty Węgierskie;01
0005629;0005629;08;14;Kąty Węgierskie;05
0005635;0005635;08;14;Michałów-Grabina;01
0005641;0005641;08;14;Michałów-Reginów;01
0005658;0005658;08;14;Nieporęt;01
0005664;0005664;08;14;Rembelszczyzna;01
0005670;0005670;08;14;Rynia;01
0005687;0005687;08;14;Stanisławów Drugi;01
0005693;0005693;08;14;Stanisławów Pierwszy;01
0005701;0005701;08;14;Wola Aleksandra;01
0005718;0005718;08;14;Wólka Radzymińska;01
0005724;0005724;08;14;Dąbkowizna;05
0005730;0005730;08;14;Wólka Radzymińska;05
0005747;0005747;08;14;Zegrze Południowe;01
0005753;0005753;32;14;Bronisze;01
0005760;0005760;32;14;Domaniewek Pierwszy;01
0005776;0005776;32;14;Duchnice;01
0005807;0005807;32;14;Gołaszew;01
0005813;0005813;32;14;Jawczyce;01
0005820;0005820;32;14;Józefów;04
0005836;0005836;32;14;Wolica;04
0005842;0005842;32;14;Kaputy;01
0005859;0005859;32;14;Kręczki;04
0005865;0005865;32;14;Strzykuły;04
0005871;0005871;32;14;Konotopa;01
0005888;0005888;32;14;Koprki;01
0005894;0005894;32;14;Macierzysz;01
0005902;0005894;32;14;Nowa Wieś;00
0005919;0005894;32;14;Stara Wieś;00
0005925;0005925;32;14;Szeligi;04
0005931;0005931;32;14;Michałówek;01
0005948;0005948;32;14;Mory;01
0005954;0005954;32;14;Myszczyn;01
0005960;0005960;32;14;Ołtarzew;01
0005977;0005977;32;14;Orły;01
0005983;0921415;32;14;Ożarów;99
0005990;0005990;32;14;Pilaszków;01
0006014;0006014;32;14;Piotrkówek Mały;01
0006020;0006020;32;14;Piotrkówek Duży;01
0006037;0006037;32;14;Płochocin;01
0006043;0006037;32;14;Płochocin-Osiedle;00
0006072;0006072;32;14;Pogroszew;01
0006089;0006089;32;14;Pogroszew-Kolonia;01
0006095;0006095;32;14;Święcice;01
0006103;0006103;32;14;Umiastów;01
0006110;0006110;32;14;Wieruchów;01
0006126;0006126;32;14;Wolskie;01
0006149;0006149;18;14;Antoninów;01
0006155;0006155;18;14;Kuleszówka;01
0006161;0006161;18;14;Baszkówka;01
0006178;0006178;18;14;Bąkówka;01
0006184;0006184;18;14;Bobrowiec;01
0006190;0006190;18;14;Bogatki;01
0006209;0006209;18;14;Leśniczówka na Zielonym;05
0006215;0006215;18;14;Chojnów;01
0006221;0006221;18;14;Chylice;01
0006238;0006238;18;14;Chylice-Pólko;04
0006244;0006244;18;14;Chyliczki;01
0006250;0006250;18;14;Głosków;01
0006267;0006250;18;14;Głosków-Zielone;00
0006280;0006280;18;14;Głosków-Letnisko;01
0006296;0006296;18;14;Gołków;01
0006304;0006296;18;14;Gołków-Cegielnia;00
0006310;0006310;18;14;Grochowa;01
0006327;0006327;18;14;Henryków-Urocze;01
0006333;0006333;18;14;Jastrzębie;01
0006340;0006340;18;14;Jazgarzew;01
0006356;0006356;18;14;Jesówka;01
0006362;0006362;18;14;Józefosław;01
0006379;0006379;18;14;Julianów;01
0006385;0006385;18;14;Kamionka;01
0006391;0006391;18;14;Łbiska;01
0006416;0006416;18;14;Mieszkowo;01
0006422;0006422;18;14;Nowinki;03
0006439;0006439;18;14;Orzeszyn;01
0006445;0006445;18;14;Pęchery;01
0006468;0006468;18;14;Pilawa;01
0006474;0006474;18;14;Pilawa;05
0006480;0006480;18;14;Robercin;01
0006497;0006497;18;14;Runów;01
0006505;0006505;18;14;Runów;05
0006528;0006528;18;14;Siedliska;01
0006534;0006534;18;14;Szczaki;01
0006540;0006540;18;14;Wola Gołkowska;01
0006557;0006557;18;14;Wólka Kozodawska;01
0006563;0006557;18;14;Zalesie-Dwór;00
0006570;0006570;18;14;Wólka Pęcherska;04
0006586;0006586;18;14;Wólka Pracka;01
0006600;0006600;18;14;Karolin;04
0006617;0006617;18;14;Zalesie Górne;01
0006623;0006617;18;14;Domanka;00
0006630;0006617;18;14;Wrzosy;00
0006646;0006617;18;14;Wyżyny;00
0006652;0006652;18;14;Złotokłos;01
0006669;0006669;18;14;Żabieniec;01
0006675;0006669;18;14;Stefanów;00
0006698;0006698;14;14;Błędowo;01
0006706;0006706;14;14;Błędówko;01
0006712;0006860;14;14;Brody;00
0006729;0006860;14;14;Brody-Parcele;00
0006741;0006741;14;14;Bronisławka;01
0006758;0006758;14;14;Cegielnia-Kosewo;01
0006764;0006764;14;14;Czarnowo;01
0006770;0006770;14;14;Falbogi Borowe;01
0006787;0006787;14;14;Goławice Drugie;01
0006793;0006793;14;14;Goławice Pierwsze;01
0006801;0006801;14;14;Kikoły;01
0006818;0006818;14;14;Kosewko;01
0006824;0006824;14;14;Kosewo;01
0006830;0006830;14;14;Nowe Orzechowo;01
0006847;0006847;14;14;Nowy Modlin;01
0006853;0006853;14;14;Pomiechowo;01
0006860;0006860;14;14;Pomiechówek;01
0006876;0006876;14;14;Pomocnia;01
0006882;0006882;14;14;Stanisławowo;01
