0003458;17;14;Julianów;00
0003464;17;14;Kępa Gliniecka;00
0003470;17;14;Kępa Pijarska;00
0003487;17;14;Pijary;00
0003493;17;14;Janów;01
0003501;17;14;Hubertówka;00
0003518;17;14;Kępa Nadbrzeska;01
0003524;17;14;Władysławów;01
0003530;17;14;Kosumce;01
0003547;17;14;Łukówiec;01
0003553;17;14;Nadbrzeż;01
0003560;17;14;Ostrówek;01
0003576;17;14;Ostrówiec;01
0003582;17;14;Rosłonki;00
0003599;17;14;Otwock Mały;01
0003607;17;14;Otwock Wielki;01
0003613;17;14;Osiny;00
0003620;17;14;Rokola;00
0003636;17;14;Piotrowice;01
0003642;17;14;Sobiekursk;01
0003659;17;14;Wygoda;01
0003665;18;14;Bielawa;01
0003671;18;14;Borowina;01
0003688;18;14;Cieciszew;01
0003694;18;14;Goździe;00
0003702;18;14;Ciszyca;01
0003719;18;14;Kliczyn;00
0003725;18;14;Koło;00
0003731;18;14;Czarnów;01
0003748;18;14;Nowy Czarnów;00
0003754;18;14;Czernidła;01
0003760;18;14;Dębówka;01
0003777;18;14;Gassy;01
0003783;18;14;Gassy-Kopyty;00
0003790;18;14;Habdzin;01
0003808;18;14;Kawęczyn;01
0003814;18;14;Wierzbówka;03
0003820;18;14;Kawęczynek;01
0003843;18;14;Kępa Oborska;01
0003850;18;14;Kępa Okrzewska;01
0003866;18;14;Kępa Falenicka;03
0003872;18;14;Kierszek;01
0003889;18;14;Kierszek pod Lasem;00
0003895;18;14;Łęg;01
0003903;18;14;Dębina;00
0003910;18;14;Łyczyn;04
0003926;18;14;Obory;01
0003932;18;14;Imielin;04
0003949;18;14;Obórki;01
0003955;18;14;Habdzinek;00
0003961;18;14;Okrzeszyn;01
0003978;18;14;Opacz;01
0003984;18;14;Borek;00
0003990;18;14;Parcela-Obory;01
0004009;18;14;Piaski;01
0004015;18;14;Słomczyn;01
0004021;18;14;Turowice;01
0004038;14;14;Cisowe;01
0004044;14;14;Gać;01
0004050;14;14;Głusk;01
0004067;14;14;Gniewniewice Folwarczne;01
0004073;14;14;Górki;01
0004080;14;14;Krubiczew;01
0004096;14;14;Leoncin;01
0004104;14;14;Michałów;01
0004110;14;14;Nowa Dąbrowa;01
0004127;14;14;Nowa Mała Wieś;01
0004133;14;14;Mała Wieś przy Drodze;01
0004140;14;14;Nowe Budy;01
0004156;14;14;Nowe Gniewniewice;01
0004162;14;14;Nowe Grochale;01
0004179;14;14;Nowe Polesie;01
0004185;14;14;Nowiny;01
0004191;14;14;Nowy Secymin;01
0004200;14;14;Nowy Wilków;01
0004216;14;14;Ośniki;01
0004222;14;14;Rybitew;01
0004239;14;14;Secymin Polski;01
0004245;14;14;Secyminek;01
0004251;14;14;Stanisławów;01
0004268;14;14;Stara Dąbrowa;01
0004274;14;14;Stare Gniewniewice;01
0004280;14;14;Stare Grochale;01
0004297;14;14;Stare Polesie;01
0004305;14;14;Teofile;01
0004311;14;14;Wilków Polski;01
0004328;14;14;Wilków nad Wisłą;01
0004334;14;14;Wincentówek;01
0004340;14;14;Zamość;01
0004357;32;14;Czarnów;01
0004363;32;14;Towarzystwo Czarnów;01
0004370;32;14;Feliksów;01
0004386;32;14;Gawartowa Wola;01
0004392;32;14;Grabina;01
0004400;32;14;Grądki;01
0004417;32;14;Grądy;01
0004423;32;14;Julinek;04
0004430;32;14;Kępiaste;01
0004446;32;14;Korfowe;01
0004452;32;14;Leszno;01
0004469;32;14;Leszno;04
0004475;32;14;Białuty;04
0004481;32;14;Ławy;01
0004498;32;14;Łubiec;01
0004506;32;14;Marianów;01
0004512;32;14;Plewniak;01
0004529;32;14;Podrochale;01
0004535;32;14;Powązki;01
0004541;32;14;Roztoka;01
0004558;32;14;Stelmachowo;01
0004564;32;14;Szadkówek;01
0004570;32;14;Szymanówek;01
0004587;32;14;Trzciniec;01
0004593;32;14;Walentów;01
0004601;32;14;Wąsy-Kolonia;01
0004618;32;14;Wąsy-Wieś;01
0004624;32;14;Wilkowa Wieś;01
0004630;32;14;Wiktorów;01
0004647;32;14;Wilków;01
0004653;32;14;Wólka;01
0004660;32;14;Wyględy;01
0004676;32;14;Zaborów;01
0004699;32;14;Zaborówek;01
0004707;32;14;Janówek;00
0004720;18;14;Garbatka;01
0004736;18;14;Jastrzębiec;00
0004742;18;14;Jabłonowo;01
0004759;18;14;Kolonia Warszawska;01
0004765;18;14;Janczewice;01
0004771;18;14;Jazgarzewszczyzna;01
0004788;18;14;Kosów;01
0004802;18;14;Lesznowola;01
0004819;18;14;Kolonia Lesznowola;01
0004825;18;14;Lesznowola-Pole;01
0004848;18;14;Łazy;01
0004854;18;14;Derdy;00
0004883;18;14;Łoziska;01
0004890;18;14;Magdalenka;01
0004908;18;14;Borowina;05
0004914;18;14;Marysin;01
0004920;18;14;Mroków;01
0004937;18;14;Kolonia Mrokowska;01
0004943;18;14;Mysiadło;01
0004966;18;14;Nowa Iwiczna;01
0004972;18;14;Nowa Wola;01
0004989;18;14;Podolszyn;01
0004995;18;14;Stachowo;01
